Phase,Soil,Comp_Treatment,Rep,Pot,Individual,Species,Biomass,b_count,v_count,Tillers,Total_plants,Cheat_pct,Vent_pct
2,BRTE,4,1,117,1,VEDU,0.0119,0,11,2,11,0,100
2,BRTE,4,1,117,2,VEDU,0.0046,0,11,1,11,0,100
2,BRTE,4,1,117,3,VEDU,0.0095,0,11,2,11,0,100
2,BRTE,4,1,117,4,VEDU,0.0117,0,11,2,11,0,100
2,BRTE,4,1,117,5,VEDU,0.014,0,11,1,11,0,100
2,BRTE,4,1,117,6,VEDU,0.0047,0,11,2,11,0,100
2,BRTE,4,1,117,7,VEDU,0.0047,0,11,1,11,0,100
2,BRTE,4,1,117,8,VEDU,0.0007,0,11,1,11,0,100
2,BRTE,4,1,117,9,VEDU,0.0018,0,11,1,11,0,100
2,BRTE,4,1,117,10,VEDU,0.011,0,11,1,11,0,100
2,BRTE,4,1,117,11,VEDU,0.0014,0,11,1,11,0,100
2,BRTE,4,1,118,1,VEDU,0.0247,0,9,2,9,0,100
2,BRTE,4,1,118,2,VEDU,0.0069,0,9,2,9,0,100
2,BRTE,4,1,118,3,VEDU,0.0147,0,9,2,9,0,100
2,BRTE,4,1,118,4,VEDU,0.0162,0,9,1,9,0,100
2,BRTE,4,1,118,5,VEDU,0.0129,0,9,2,9,0,100
2,BRTE,4,1,118,6,VEDU,0.0104,0,9,2,9,0,100
2,BRTE,4,1,118,7,VEDU,0.0089,0,9,1,9,0,100
2,BRTE,4,1,118,8,VEDU,0.0207,0,9,2,9,0,100
2,BRTE,4,1,118,9,VEDU,0.0183,0,9,2,9,0,100
2,BRTE,6,3,122,1,VEDU,0.0125,2,2,1,4,50,50
2,BRTE,6,3,122,2,VEDU,0.0139,2,2,3,4,50,50
2,BRTE,6,1,123,2,VEDU,0.0063,2,2,1,4,50,50
2,BRTE,6,1,123,3,VEDU,0.0031,2,2,1,4,50,50
2,BRTE,6,1,124,1,VEDU,0.0106,2,2,2,4,50,50
2,BRTE,6,1,124,2,VEDU,0.0075,2,2,1,4,50,50
2,BRTE,7,3,125,1,VEDU,0.0008,2,1,1,3,66.66666667,33.33333333
2,BRTE,7,1,126,1,VEDU,0.0104,2,4,3,6,33.33333333,66.66666667
2,BRTE,7,1,126,2,VEDU,0.0067,2,4,2,6,33.33333333,66.66666667
2,BRTE,7,1,126,3,VEDU,0.0034,2,4,1,6,33.33333333,66.66666667
2,BRTE,7,1,126,4,VEDU,0.0012,2,4,1,6,33.33333333,66.66666667
2,BRTE,7,1,127,1,VEDU,0.0112,2,4,3,6,33.33333333,66.66666667
2,BRTE,7,1,127,2,VEDU,0.0013,2,4,1,6,33.33333333,66.66666667
2,BRTE,7,1,127,3,VEDU,0.0284,2,4,3,6,33.33333333,66.66666667
2,BRTE,7,1,127,4,VEDU,0.0001,2,4,1,6,33.33333333,66.66666667
2,BRTE,8,3,128,1,VEDU,0.0045,2,8,1,10,20,80
2,BRTE,8,3,128,2,VEDU,0.0033,2,8,1,10,20,80
2,BRTE,8,3,128,3,VEDU,0.0031,2,8,1,10,20,80
2,BRTE,8,3,128,4,VEDU,0.0044,2,8,1,10,20,80
2,BRTE,8,3,128,5,VEDU,0.0032,2,8,1,10,20,80
2,BRTE,8,3,128,6,VEDU,0.0055,2,8,1,10,20,80
2,BRTE,8,3,128,7,VEDU,0.0152,2,8,2,10,20,80
2,BRTE,8,3,128,8,VEDU,0.0036,2,8,1,10,20,80
2,BRTE,8,1,129,1,VEDU,0.0054,2,5,1,7,28.57142857,71.42857143
2,BRTE,8,1,129,2,VEDU,0.007,2,5,1,7,28.57142857,71.42857143
2,BRTE,8,1,129,3,VEDU,0.0036,2,5,1,7,28.57142857,71.42857143
2,BRTE,8,1,129,4,VEDU,0.003,2,5,1,7,28.57142857,71.42857143
2,BRTE,8,1,129,5,VEDU,0.0024,2,5,1,7,28.57142857,71.42857143
2,BRTE,8,1,130,1,VEDU,0.0055,3,7,1,10,30,70
2,BRTE,8,1,130,2,VEDU,0.0076,3,7,1,10,30,70
2,BRTE,8,1,130,3,VEDU,0.0033,3,7,1,10,30,70
2,BRTE,8,1,130,4,VEDU,0.019,3,7,4,10,30,70
2,BRTE,8,1,130,5,VEDU,0.0147,3,7,3,10,30,70
2,BRTE,8,1,130,6,VEDU,0.0067,3,7,1,10,30,70
2,BRTE,8,1,130,7,VEDU,0.0041,3,7,1,10,30,70
2,BRTE,8,2,459,2,VEDU,0.0008,0,1,1,1,0,100
2,BRTE,9,1,591,1,VEDU,0.0024,0,1,1,1,0,100
2,BRTE,10,3,465,1,VEDU,0.0077,2,2,1,4,50,50
2,BRTE,10,3,465,2,VEDU,0.0049,2,2,1,4,50,50
2,BRTE,10,1,137,1,VEDU,0.0341,5,3,3,8,62.5,37.5
2,BRTE,10,1,137,2,VEDU,0.0046,5,3,2,8,62.5,37.5
2,BRTE,10,1,137,3,VEDU,0.0005,5,3,1,8,62.5,37.5
2,BRTE,10,1,474,1,VEDU,0.0077,4,1,1,5,80,20
2,BRTE,11,3,134,1,VEDU,0.0034,5,4,1,9,55.55555556,44.44444444
2,BRTE,11,3,134,2,VEDU,0.0102,5,4,2,9,55.55555556,44.44444444
2,BRTE,11,3,134,3,VEDU,0.0027,5,4,1,9,55.55555556,44.44444444
2,BRTE,11,3,134,4,VEDU,0.0019,5,4,1,9,55.55555556,44.44444444
2,BRTE,11,1,135,1,VEDU,0.0017,4,6,1,10,40,60
2,BRTE,11,1,135,2,VEDU,0.027,4,6,3,10,40,60
2,BRTE,11,1,135,3,VEDU,0.0084,4,6,2,10,40,60
2,BRTE,11,1,135,4,VEDU,0.0047,4,6,2,10,40,60
2,BRTE,11,1,135,5,VEDU,0.0076,4,6,1,10,40,60
2,BRTE,11,1,135,6,VEDU,0.0015,4,6,1,10,40,60
2,BRTE,11,1,136,1,VEDU,0.0081,3,3,2,6,50,50
2,BRTE,11,1,136,3,VEDU,0.0015,3,3,1,6,50,50
2,BRTE,11,1,136,4,VEDU,0.0138,3,3,2,6,50,50
2,BRTE,12,3,140,1,VEDU,0.0048,3,8,2,11,27.27272727,72.72727273
2,BRTE,12,3,140,2,VEDU,0.0054,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,3,VEDU,0.0013,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,4,VEDU,0.0035,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,5,VEDU,0.0044,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,6,VEDU,0.0014,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,7,VEDU,0.0045,3,8,1,11,27.27272727,72.72727273
2,BRTE,12,3,140,8,VEDU,0.0141,3,8,2,11,27.27272727,72.72727273
2,BRTE,12,1,141,1,VEDU,0.011,6,6,2,12,50,50
2,BRTE,12,1,141,2,VEDU,0.0061,6,6,1,12,50,50
2,BRTE,12,1,141,3,VEDU,0.0067,6,6,1,12,50,50
2,BRTE,12,1,141,4,VEDU,0.0055,6,6,1,12,50,50
2,BRTE,12,1,141,5,VEDU,0.0041,6,6,1,12,50,50
2,BRTE,12,1,141,6,VEDU,0.005,6,6,1,12,50,50
2,BRTE,12,1,142,1,VEDU,0.0236,5,4,1,9,55.55555556,44.44444444
2,BRTE,12,1,142,2,VEDU,0.0116,5,4,2,9,55.55555556,44.44444444
2,BRTE,12,1,142,3,VEDU,0.0107,5,4,2,9,55.55555556,44.44444444
2,BRTE,12,1,142,4,VEDU,0.014,5,4,2,9,55.55555556,44.44444444
2,BRTE,14,3,146,1,VEDU,0.0031,7,3,1,10,70,30
2,BRTE,14,3,146,2,VEDU,0.0035,7,3,1,10,70,30
2,BRTE,14,3,146,3,VEDU,0.0017,7,3,1,10,70,30
2,BRTE,14,1,147,1,VEDU,0.0063,8,1,1,9,88.88888889,11.11111111
2,BRTE,15,3,514,1,VEDU,0.0029,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,3,514,2,VEDU,0.001,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,3,514,3,VEDU,0.0035,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,3,514,4,VEDU,0.0013,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,3,514,5,VEDU,0.0036,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,3,514,6,VEDU,0.003,5,6,2,11,45.45454545,54.54545455
2,BRTE,15,1,515,1,VEDU,0,1,4,0,5,20,80
2,BRTE,15,1,515,2,VEDU,0,1,4,0,5,20,80
2,BRTE,15,1,515,3,VEDU,0.0005,1,4,1,5,20,80
2,BRTE,15,1,515,4,VEDU,0.0045,1,4,1,5,20,80
2,BRTE,16,3,520,1,VEDU,0.0097,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,3,520,2,VEDU,0.0034,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,3,520,3,VEDU,0.0032,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,3,520,4,VEDU,0.0036,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,3,520,5,VEDU,0.0021,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,3,520,6,VEDU,0.0039,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,3,520,7,VEDU,0.0077,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,3,520,8,VEDU,0.0042,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,1,521,1,VEDU,0.012,8,2,2,10,80,20
2,BRTE,16,1,521,2,VEDU,0.0069,8,2,1,10,80,20
2,BRTE,16,1,523,1,VEDU,0.0033,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,1,523,2,VEDU,0.0065,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,1,523,3,VEDU,0.0016,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,2,905,4,VEDU,0.004,0,2,1,2,0,100
2,BRTE,16,2,905,5,VEDU,0.0021,0,2,1,2,0,100
2,BRTE,19,3,880,1,VEDU,0.0248,0,1,4,1,0,100
2,BRTE,19,1,208,1,VEDU,0.0063,0,1,1,1,0,100
2,BRTE,19,2,210,1,VEDU,0.0089,0,1,2,1,0,100
2,Native,0,2,18,1,BRTE,0.1876,1,0,3,1,100,0
2,Native,0,1,19,1,BRTE,0.1066,1,0,2,1,100,0
2,Native,0,1,20,1,BRTE,0.0658,1,0,2,1,100,0
2,Native,0,1,21,1,BRTE,0.0288,1,0,2,1,100,0
2,Native,0,1,22,1,BRTE,0.0282,1,0,1,1,100,0
2,Native,0,1,23,1,BRTE,0.2108,1,0,3,1,100,0
2,Native,0,1,24,1,BRTE,0.1741,1,0,2,1,100,0
2,Native,0,1,25,1,BRTE,0.1449,1,0,3,1,100,0
2,Native,0,1,26,1,BRTE,0.2725,1,0,3,1,100,0
2,Native,0,1,27,1,BRTE,0.0702,1,0,2,1,100,0
2,Native,0,3,28,1,BRTE,0.0275,1,0,1,1,100,0
2,Native,0,3,29,1,BRTE,0.1977,1,0,4,1,100,0
2,Native,0,3,30,1,BRTE,0.0467,1,0,2,1,100,0
2,Native,0,3,31,1,BRTE,0.1495,1,0,3,1,100,0
2,Native,0,3,32,1,BRTE,0.1866,1,0,3,1,100,0
2,Native,0,3,33,1,BRTE,0.0047,1,0,1,1,100,0
2,Native,0,3,34,1,BRTE,0.0047,1,0,1,1,100,0
2,Native,5,2,12,1,BRTE,0.0619,1,0,1,1,100,0
2,Native,5,3,13,1,BRTE,0.0962,2,0,2,2,100,0
2,Native,5,3,13,2,BRTE,0.0917,2,0,1,2,100,0
2,Native,6,1,15,1,BRTE,0.1593,2,2,3,4,50,50
2,Native,6,1,15,2,BRTE,0.0607,2,2,2,4,50,50
2,Native,6,2,16,1,BRTE,0.0824,2,2,2,4,50,50
2,Native,6,2,16,2,BRTE,0.0711,2,2,2,4,50,50
2,Native,6,3,17,1,BRTE,0.1218,2,2,2,4,50,50
2,Native,6,3,17,2,BRTE,0.043,2,2,1,4,50,50
2,Native,7,1,79,1,BRTE,0.0956,4,2,2,6,66.66666667,33.33333333
2,Native,7,1,79,2,BRTE,0.0658,4,2,2,6,66.66666667,33.33333333
2,Native,7,1,79,3,BRTE,0.0328,4,2,1,6,66.66666667,33.33333333
2,Native,7,1,79,4,BRTE,0.0102,4,2,1,6,66.66666667,33.33333333
2,Native,7,2,80,1,BRTE,0.0663,2,1,2,3,66.66666667,33.33333333
2,Native,7,2,80,2,BRTE,0.0373,2,1,1,3,66.66666667,33.33333333
2,Native,7,3,81,1,BRTE,0.0832,2,4,2,6,33.33333333,66.66666667
2,Native,7,3,81,2,BRTE,0.0119,2,4,1,6,33.33333333,66.66666667
2,Native,8,1,82,1,BRTE,0.078,2,7,3,9,22.22222222,77.77777778
2,Native,8,1,82,2,BRTE,0.0445,2,7,2,9,22.22222222,77.77777778
2,Native,8,2,83,1,BRTE,0.1383,2,8,2,10,20,80
2,Native,8,2,83,2,BRTE,0.0655,2,8,1,10,20,80
2,Native,8,3,84,1,BRTE,0.0553,2,7,2,9,22.22222222,77.77777778
2,Native,8,3,84,2,BRTE,0.0316,2,7,1,9,22.22222222,77.77777778
2,Native,9,2,85,1,BRTE,0.0436,4,0,1,4,100,0
2,Native,9,2,85,2,BRTE,0.0496,4,0,2,4,100,0
2,Native,9,2,85,3,BRTE,0.0051,4,0,1,4,100,0
2,Native,9,2,85,4,BRTE,0.0221,4,0,1,4,100,0
2,Native,9,3,86,1,BRTE,0.0458,4,0,1,4,100,0
2,Native,9,3,86,2,BRTE,0.0521,4,0,1,4,100,0
2,Native,9,3,86,3,BRTE,0.0283,4,0,1,4,100,0
2,Native,9,3,86,4,BRTE,0.0296,4,0,1,4,100,0
2,Native,10,1,88,1,BRTE,0.0749,2,2,2,4,50,50
2,Native,10,1,88,2,BRTE,0.0457,2,2,2,4,50,50
2,Native,11,1,97,1,BRTE,0.0426,4,5,2,9,44.44444444,55.55555556
2,Native,11,1,97,2,BRTE,0.0439,4,5,3,9,44.44444444,55.55555556
2,Native,11,1,97,3,BRTE,0.0412,4,5,2,9,44.44444444,55.55555556
2,Native,11,1,97,4,BRTE,0.0133,4,5,1,9,44.44444444,55.55555556
2,Native,11,2,98,1,BRTE,0.1097,3,2,2,5,60,40
2,Native,11,2,98,2,BRTE,0.0801,3,2,2,5,60,40
2,Native,11,2,98,3,BRTE,0.0463,3,2,1,5,60,40
2,Native,11,3,99,1,BRTE,0.0592,3,3,1,6,50,50
2,Native,11,3,99,2,BRTE,0.0353,3,3,1,6,50,50
2,Native,11,3,99,3,BRTE,0.0592,3,3,2,6,50,50
2,Native,12,1,100,1,BRTE,0.0923,5,7,4,12,41.66666667,58.33333333
2,Native,12,1,100,2,BRTE,0.1259,5,7,3,12,41.66666667,58.33333333
2,Native,12,1,100,3,BRTE,0.0746,5,7,3,12,41.66666667,58.33333333
2,Native,12,1,100,4,BRTE,0.1297,5,7,4,12,41.66666667,58.33333333
2,Native,12,1,100,5,BRTE,0.0246,5,7,1,12,41.66666667,58.33333333
2,Native,12,2,101,1,BRTE,0.1055,6,2,2,8,75,25
2,Native,12,2,101,2,BRTE,0.0207,6,2,1,8,75,25
2,Native,12,2,101,3,BRTE,0.0759,6,2,2,8,75,25
2,Native,12,2,101,4,BRTE,0.0296,6,2,1,8,75,25
2,Native,12,2,101,5,BRTE,0.0985,6,2,2,8,75,25
2,Native,12,2,101,6,BRTE,0.0034,6,2,1,8,75,25
2,Native,12,3,102,1,BRTE,0.1217,2,3,2,5,40,60
2,Native,12,3,102,2,BRTE,0.1577,2,3,3,5,40,60
2,Native,13,1,97,1,BRTE,0.0593,8,0,2,8,100,0
2,Native,13,1,97,2,BRTE,0.0458,8,0,1,8,100,0
2,Native,13,1,97,3,BRTE,0.0677,8,0,2,8,100,0
2,Native,13,1,97,4,BRTE,0.0358,8,0,2,8,100,0
2,Native,13,1,97,5,BRTE,0.003,8,0,1,8,100,0
2,Native,13,1,97,6,BRTE,0.0102,8,0,1,8,100,0
2,Native,13,1,97,7,BRTE,0.0105,8,0,1,8,100,0
2,Native,13,1,97,8,BRTE,0.0708,8,0,3,8,100,0
2,Native,13,2,98,1,BRTE,0.0225,7,0,1,7,100,0
2,Native,13,2,98,2,BRTE,0.0145,7,0,1,7,100,0
2,Native,13,2,98,3,BRTE,0.0203,7,0,1,7,100,0
2,Native,13,2,98,4,BRTE,0.0142,7,0,1,7,100,0
2,Native,13,2,98,5,BRTE,0.0279,7,0,1,7,100,0
2,Native,13,2,98,6,BRTE,0.0149,7,0,1,7,100,0
2,Native,13,2,98,7,BRTE,0.0452,7,0,2,7,100,0
2,Native,13,3,99,1,BRTE,0.0243,4,0,1,4,100,0
2,Native,13,3,99,2,BRTE,0.0497,4,0,1,4,100,0
2,Native,13,3,99,3,BRTE,0.0431,4,0,2,4,100,0
2,Native,13,3,99,4,BRTE,0.0209,4,0,1,4,100,0
2,Native,14,1,96,1,BRTE,0.0641,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,2,BRTE,0.0457,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,3,BRTE,0.0072,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,4,BRTE,0.039,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,5,BRTE,0.0451,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,6,BRTE,0.0103,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,7,BRTE,0.007,8,1,1,9,88.88888889,11.11111111
2,Native,14,1,96,8,BRTE,0.0047,8,1,1,9,88.88888889,11.11111111
2,Native,14,2,100,1,BRTE,0.1459,8,1,2,9,88.88888889,11.11111111
2,Native,14,2,100,2,BRTE,0.0056,8,1,1,9,88.88888889,11.11111111
2,Native,14,2,100,3,BRTE,0.0062,8,1,1,9,88.88888889,11.11111111
2,Native,14,2,100,4,BRTE,0.0763,8,1,2,9,88.88888889,11.11111111
2,Native,14,2,100,5,BRTE,0.0294,8,1,1,9,88.88888889,11.11111111
2,Native,14,2,100,6,BRTE,0.051,8,1,2,9,88.88888889,11.11111111
2,Native,14,2,100,7,BRTE,0.0444,8,1,2,9,88.88888889,11.11111111
2,Native,14,2,100,8,BRTE,0.0423,8,1,2,9,88.88888889,11.11111111
2,Native,15,1,106,1,BRTE,0.0771,8,4,3,12,66.66666667,33.33333333
2,Native,15,1,106,2,BRTE,0.0533,8,4,2,12,66.66666667,33.33333333
2,Native,15,1,106,3,BRTE,0.0284,8,4,1,12,66.66666667,33.33333333
2,Native,15,1,106,4,BRTE,0.0625,8,4,2,12,66.66666667,33.33333333
2,Native,15,1,106,5,BRTE,0.0158,8,4,1,12,66.66666667,33.33333333
2,Native,15,1,106,6,BRTE,0.0895,8,4,2,12,66.66666667,33.33333333
2,Native,15,1,106,7,BRTE,0.0446,8,4,2,12,66.66666667,33.33333333
2,Native,15,1,106,8,BRTE,0.0005,8,4,1,12,66.66666667,33.33333333
2,Native,15,2,107,1,BRTE,0.0081,9,1,1,10,90,10
2,Native,15,2,107,2,BRTE,0.0084,9,1,1,10,90,10
2,Native,15,2,107,3,BRTE,0.0578,9,1,1,10,90,10
2,Native,15,2,107,4,BRTE,0.0157,9,1,1,10,90,10
2,Native,15,2,107,5,BRTE,0.0382,9,1,1,10,90,10
2,Native,15,2,107,6,BRTE,0.0535,9,1,2,10,90,10
2,Native,15,2,107,7,BRTE,0.0789,9,1,2,10,90,10
2,Native,15,2,107,8,BRTE,0.0456,9,1,1,10,90,10
2,Native,15,2,107,9,BRTE,0.0067,9,1,1,10,90,10
2,Native,15,3,108,1,BRTE,0.0338,6,1,1,7,85.71428571,14.28571429
2,Native,15,3,108,2,BRTE,0.0675,6,1,2,7,85.71428571,14.28571429
2,Native,15,3,108,3,BRTE,0.041,6,1,2,7,85.71428571,14.28571429
2,Native,15,3,108,4,BRTE,0.0265,6,1,1,7,85.71428571,14.28571429
2,Native,15,3,108,6,BRTE,0.0859,6,1,3,7,85.71428571,14.28571429
2,Native,16,1,519,1,BRTE,0.0297,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,2,BRTE,0.0252,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,3,BRTE,0.0142,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,4,BRTE,0.0153,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,5,BRTE,0.0272,15,8,2,23,65.2173913,34.7826087
2,Native,16,1,519,6,BRTE,0.0219,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,7,BRTE,0.0419,15,8,3,23,65.2173913,34.7826087
2,Native,16,1,519,8,BRTE,0.017,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,9,BRTE,0.0142,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,10,BRTE,0.0077,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,11,BRTE,0.0108,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,12,BRTE,0.012,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,13,BRTE,0.0172,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,14,BRTE,0.0071,15,8,1,23,65.2173913,34.7826087
2,Native,16,1,519,15,BRTE,0.0075,15,8,1,23,65.2173913,34.7826087
2,Native,16,3,522,1,BRTE,0.0945,7,0,2,7,100,0
2,Native,16,3,522,2,BRTE,0.0259,7,0,1,7,100,0
2,Native,16,3,522,3,BRTE,0.0442,7,0,2,7,100,0
2,Native,16,3,522,4,BRTE,0.0407,7,0,1,7,100,0
2,Native,16,3,522,5,BRTE,0.0476,7,0,1,7,100,0
2,Native,16,3,522,6,BRTE,0.0104,7,0,1,7,100,0
2,Native,16,3,522,7,BRTE,0.022,7,0,2,7,100,0
2,Native,16,1,524,1,BRTE,0.0491,12,0,2,12,100,0
2,Native,16,1,524,2,BRTE,0.0317,12,0,1,12,100,0
2,Native,16,1,524,3,BRTE,0.0201,12,0,1,12,100,0
2,Native,16,1,524,4,BRTE,0.0493,12,0,2,12,100,0
2,Native,16,1,524,5,BRTE,0.0156,12,0,1,12,100,0
2,Native,16,1,524,6,BRTE,0.0518,12,0,3,12,100,0
2,Native,16,1,524,7,BRTE,0.0148,12,0,1,12,100,0
2,Native,16,1,524,8,BRTE,0.0432,12,0,2,12,100,0
2,Native,16,1,524,9,BRTE,0.0517,12,0,2,12,100,0
2,Native,16,1,524,10,BRTE,0.03,12,0,1,12,100,0
2,Native,16,1,524,11,BRTE,0.0207,12,0,1,12,100,0
2,Native,16,1,524,12,BRTE,0.0254,12,0,1,12,100,0
2,Native,16,2,104,1,BRTE,0.015,6,0,1,6,100,0
2,Native,16,2,104,2,BRTE,0.0548,6,0,1,6,100,0
2,Native,16,2,104,3,BRTE,0.0756,6,0,1,6,100,0
2,Native,16,2,104,4,BRTE,0.0382,6,0,1,6,100,0
2,Native,16,2,104,5,BRTE,0.0056,6,0,1,6,100,0
2,Native,16,2,104,6,BRTE,0.0051,6,0,1,6,100,0
2,Native,17,2,105,1,BRTE,0.0087,14,0,1,14,100,0
2,Native,17,2,105,2,BRTE,0.0168,14,0,1,14,100,0
2,Native,17,2,105,3,BRTE,0.0028,14,0,1,14,100,0
2,Native,17,2,105,4,BRTE,0.0165,14,0,1,14,100,0
2,Native,17,2,105,5,BRTE,0.0679,14,0,2,14,100,0
2,Native,17,2,105,6,BRTE,0.0693,14,0,2,14,100,0
2,Native,17,2,105,7,BRTE,0.0206,14,0,1,14,100,0
2,Native,17,2,105,8,BRTE,0.0113,14,0,1,14,100,0
2,Native,17,2,105,9,BRTE,0.0441,14,0,1,14,100,0
2,Native,17,2,105,10,BRTE,0.0049,14,0,1,14,100,0
2,Native,17,2,105,11,BRTE,0.0257,14,0,2,14,100,0
2,Native,17,2,105,12,BRTE,0.0208,14,0,1,14,100,0
2,Native,17,2,105,13,BRTE,0.0056,14,0,1,14,100,0
2,Native,17,2,105,14,BRTE,0.0587,14,0,1,14,100,0
2,Native,17,3,527,1,BRTE,0.0142,14,2,1,16,87.5,12.5
2,Native,17,3,527,2,BRTE,0.0491,14,2,2,16,87.5,12.5
2,Native,17,3,527,3,BRTE,0.0751,14,2,2,16,87.5,12.5
2,Native,17,3,527,4,BRTE,0.065,14,2,3,16,87.5,12.5
2,Native,17,3,527,5,BRTE,0.0186,14,2,1,16,87.5,12.5
2,Native,17,3,527,6,BRTE,0.0208,14,2,1,16,87.5,12.5
2,Native,17,3,527,7,BRTE,0.0516,14,2,2,16,87.5,12.5
2,Native,17,3,527,8,BRTE,0.0113,14,2,1,16,87.5,12.5
2,Native,17,3,527,9,BRTE,0.0308,14,2,1,16,87.5,12.5
2,Native,17,3,527,10,BRTE,0.0607,14,2,2,16,87.5,12.5
2,Native,17,3,527,11,BRTE,0.1115,14,2,3,16,87.5,12.5
2,Native,17,3,527,12,BRTE,0.015,14,2,1,16,87.5,12.5
2,Native,17,3,527,13,BRTE,0.0381,14,2,1,16,87.5,12.5
2,Native,17,3,527,14,BRTE,0.0139,14,2,1,16,87.5,12.5
2,Native,18,1,104,1,BRTE,0.1881,1,0,4,1,100,0
2,Native,18,3,109,1,BRTE,0.2806,1,0,4,1,100,0
2,Native,0,3,50,1,VEDU,0.0193,0,1,1,1,0,100
2,Native,0,3,51,1,VEDU,0.0051,0,1,1,1,0,100
2,Native,0,3,52,1,VEDU,0.0147,0,1,3,1,0,100
2,Native,0,3,53,1,VEDU,0.0122,0,1,2,1,0,100
2,Native,0,1,54,1,VEDU,0.0024,0,1,1,1,0,100
2,Native,0,1,55,1,VEDU,0.044,0,1,4,1,0,100
2,Native,0,1,56,1,VEDU,0.0273,0,1,2,1,0,100
2,Native,0,2,57,1,VEDU,0.0091,0,1,2,1,0,100
2,Native,0,2,58,1,VEDU,0.0295,0,1,3,1,0,100
2,Native,0,2,59,1,VEDU,0.0087,0,1,1,1,0,100
2,Native,0,2,60,1,VEDU,0.005,0,1,1,1,0,100
2,Native,0,2,60,1,VEDU,0.0481,0,1,4,1,0,100
2,Native,0,2,61,1,VEDU,0.072,0,1,4,1,0,100
2,Native,0,2,61,1,VEDU,0.0259,0,1,4,1,0,100
2,Native,0,2,64,1,VEDU,0.0081,0,1,1,1,0,100
2,Native,0,2,65,1,VEDU,0.0266,0,1,2,1,0,100
2,Native,1,1,1,1,VEDU,0.0307,0,2,1,2,0,100
2,Native,1,1,1,2,VEDU,0.0181,0,2,1,2,0,100
2,Native,1,2,6,1,VEDU,0.0187,0,2,2,2,0,100
2,Native,1,2,6,2,VEDU,0.0321,0,2,3,2,0,100
2,Native,1,3,7,1,VEDU,0.0329,0,2,2,2,0,100
2,Native,1,3,7,2,VEDU,0.0475,0,2,3,2,0,100
2,Native,2,1,2,1,VEDU,0.0137,0,4,1,4,0,100
2,Native,2,1,2,2,VEDU,0.0094,0,4,2,4,0,100
2,Native,2,1,2,3,VEDU,0.0039,0,4,1,4,0,100
2,Native,2,1,2,4,VEDU,0.0022,0,4,1,4,0,100
2,Native,2,2,8,1,VEDU,0.0459,0,5,4,5,0,100
2,Native,2,2,8,2,VEDU,0.0076,0,5,1,5,0,100
2,Native,2,2,8,3,VEDU,0.0109,0,5,3,5,0,100
2,Native,2,2,8,4,VEDU,0.0073,0,5,1,5,0,100
2,Native,2,2,8,5,VEDU,0.0075,0,5,1,5,0,100
2,Native,2,3,720,1,VEDU,0.014,0,2,2,2,0,100
2,Native,2,3,720,2,VEDU,0.0339,0,2,3,2,0,100
2,Native,3,1,3,1,VEDU,0.0166,0,8,3,8,0,100
2,Native,3,1,3,2,VEDU,0.0158,0,8,3,8,0,100
2,Native,3,1,3,3,VEDU,0.0252,0,8,3,8,0,100
2,Native,3,1,3,4,VEDU,0.0227,0,8,2,8,0,100
2,Native,3,1,3,5,VEDU,0.0106,0,8,2,8,0,100
